Claim_ID,Policy_ID,Claim_Date,Claim_Severity,Claim_Amount
CLM10139,PID10655,2026-11-27,Minor,37280.6
CLM10140,PID10656,2025-06-26,Major,330307.53
CLM10141,PID10665,2025-12-11,Minor,69603.27
CLM10142,PID10671,2023-05-23,Minor,50487.04
CLM10143,PID10673,2025-05-28,Minor,49939.42
CLM10144,PID10674,2026-10-23,Moderate,103227.72
CLM10145,PID10679,2024-03-10,Minor,48616.99
CLM10146,PID10679,2024-03-14,Minor,32543.6
CLM10147,PID10682,2018-05-04,Minor,38448.68
CLM10148,PID10684,2021-02-09,Moderate,180581.94
CLM10149,PID10692,2026-03-31,Major,661141.23
CLM10150,PID10698,2026-03-09,Minor,123497.03
CLM10151,PID10702,2022-11-04,Minor,41869.19
CLM10152,PID10703,2024-03-12,Moderate,134076.39
CLM10153,PID10704,2024-06-11,Minor,24530.11
CLM10154,PID10705,2025-09-29,Minor,57857.68
CLM10155,PID10712,2026-05-18,Minor,60597.88
CLM10156,PID10725,2022-11-12,Minor,13593.48
CLM10157,PID10728,2025-04-13,Major,73476.95
CLM10158,PID10730,2025-05-22,Minor,49067.71
CLM10159,PID10731,2026-10-06,Minor,83019.43
CLM10160,PID10732,2025-04-29,Minor,41278.77
CLM10161,PID10738,2026-09-25,Minor,56714.67
CLM10162,PID10740,2026-07-13,Minor,83483.67
CLM10163,PID10749,2026-03-26,Minor,99762.66
CLM10164,PID10763,2026-03-20,Moderate,304825.51
CLM10165,PID10763,2026-12-14,Moderate,196032.54
CLM10166,PID10770,2024-11-12,Minor,36988.18
CLM10167,PID10770,2025-01-08,Minor,36184.21
CLM10168,PID10771,2025-11-07,Major,283528.06
CLM10169,PID10773,2025-07-08,Minor,52352.88
CLM10170,PID10781,2025-02-18,Moderate,41022.65
CLM10171,PID10782,2026-06-18,Minor,20744.45
CLM10172,PID10782,2026-10-31,Minor,17718.96
CLM10173,PID10786,2025-12-06,Minor,30859.51
CLM10174,PID10794,2022-10-25,Minor,183817.18
CLM10175,PID10795,2024-04-11,Major,696392.77
CLM10176,PID10797,2026-05-23,Minor,158797.81
CLM10177,PID10804,2023-01-21,Minor,13698.75
CLM10178,PID10815,2027-01-02,Moderate,68233.62
CLM10179,PID10826,2024-02-22,Minor,49480.89
CLM10180,PID10826,2024-11-15,Minor,61208.24
CLM10181,PID10828,2025-12-25,Minor,51911.72
CLM10182,PID10838,2024-10-16,Major,131034.4
CLM10183,PID10844,2022-10-29,Moderate,64304.11
CLM10184,PID10860,2025-07-05,Minor,25972.52
CLM10185,PID10864,2026-02-12,Moderate,276680.76
CLM10186,PID10866,2023-10-26,Minor,28139.81
CLM10187,PID10868,2025-11-23,Moderate,94136.84
CLM10188,PID10870,2026-01-02,Minor,60069.98
CLM10189,PID10878,2025-01-13,Minor,62694.73
CLM10190,PID10878,2025-03-31,Minor,32495.21
CLM10191,PID10893,2026-05-29,Minor,25052.78
CLM10192,PID10896,2027-01-26,Minor,19047.75
CLM10193,PID10898,2025-12-29,Major,644899.02
CLM10194,PID10914,2024-05-30,Minor,10525.2
CLM10195,PID10917,2026-12-10,Minor,59011.01
CLM10196,PID10923,2024-03-21,Minor,139001.02
CLM10197,PID10923,2024-06-28,Minor,109357.67
CLM10198,PID10926,2026-01-31,Moderate,377379.81
CLM10199,PID10930,2025-07-05,Minor,28997.09
CLM10200,PID10936,2025-04-27,Moderate,53600.58
CLM10201,PID10942,2024-11-03,Minor,24992.4
CLM10202,PID10951,2025-06-23,Minor,13564.09
CLM10203,PID10955,2025-06-11,Minor,94339.9
CLM10204,PID10956,2026-09-19,Minor,113834.21
CLM10205,PID10962,2026-02-16,Minor,88214.89
CLM10206,PID10965,2026-02-05,Minor,170293.99
CLM10207,PID10966,2026-08-26,Minor,193545.98
CLM10208,PID10966,2027-01-08,Minor,138161.63
CLM10209,PID10974,2025-03-23,Moderate,128875.08
CLM10210,PID10976,2026-04-14,Moderate,90128.08
CLM10211,PID10980,2019-10-03,Minor,28819.94
CLM10212,PID10988,2023-01-24,Major,111921.83
CLM10213,PID10991,2026-02-21,Minor,26481.23
CLM10214,PID10992,2026-09-25,Minor,29705.86
CLM10215,PID10998,2026-04-22,Minor,78932.75
CLM10216,PID11004,2025-07-01,Minor,24302.6
CLM10217,PID11008,2022-11-30,Minor,27960.29
CLM10218,PID11034,2025-11-07,Minor,27054.78
CLM10219,PID11034,2026-04-10,Minor,13094.21
CLM10220,PID11040,2025-07-09,Moderate,27636.05
CLM10221,PID11043,2026-11-11,Moderate,102919.43
CLM10222,PID11049,2026-04-01,Moderate,57327.33
CLM10223,PID11049,2026-11-21,Minor,28350.03
CLM10224,PID11053,2026-07-14,Minor,36608.42
CLM10225,PID11059,2022-09-04,Moderate,117944.63
CLM10226,PID11063,2026-06-21,Minor,33496.48
CLM10227,PID11065,2025-03-26,Minor,8353.42
CLM10228,PID11066,2025-07-15,Moderate,27693.49
CLM10229,PID11067,2026-12-26,Minor,8046.87
CLM10230,PID11067,2027-01-07,Minor,21735.62
CLM10231,PID11070,2026-05-17,Minor,25356.13
CLM10232,PID11077,2025-12-13,Minor,18496.63
CLM10233,PID11085,2023-10-17,Minor,47296.72
CLM10234,PID11086,2024-07-13,Minor,67296.62
CLM10235,PID11092,2025-09-05,Minor,128343.61
CLM10236,PID11093,2022-05-11,Minor,22790.87
CLM10237,PID11096,2024-07-09,Moderate,44541.26
CLM10238,PID11103,2026-02-03,Minor,96868.55
CLM10239,PID11109,2026-06-06,Major,156990.54
CLM10240,PID11109,2026-09-02,Moderate,98854.89
CLM10241,PID11119,2025-08-09,Minor,67223.32
CLM10242,PID11132,2025-04-29,Minor,62904.63
CLM10243,PID11132,2025-07-02,Moderate,170288.02
CLM10244,PID11132,2026-02-24,Minor,26408.66
CLM10245,PID11141,2025-06-22,Minor,41947.19
CLM10246,PID11148,2021-12-24,Minor,16324.53
CLM10247,PID11152,2025-10-30,Minor,8206.09
CLM10248,PID11174,2024-10-21,Minor,88747.6
CLM10249,PID11179,2026-02-11,Minor,27318.62
CLM10250,PID11184,2023-09-01,Minor,42888.52
CLM10251,PID11188,2022-07-06,Minor,18337.59
CLM10252,PID11191,2024-10-17,Minor,18968.16
CLM10253,PID11191,2024-11-20,Moderate,44397.21
CLM10254,PID11192,2025-11-21,Minor,22351.89
CLM10255,PID11193,2026-01-17,Minor,32391.23
CLM10256,PID11204,2024-02-18,Minor,61965.94
CLM10257,PID11212,2025-09-01,Minor,75715.8
CLM10258,PID11212,2026-05-15,Moderate,110622.89
CLM10259,PID11213,2024-02-27,Minor,16761.31
CLM10260,PID11215,2025-07-20,Minor,16137.85
CLM10261,PID11216,2027-03-09,Minor,21922.52
CLM10262,PID11220,2024-02-22,Minor,43568.91
CLM10263,PID11227,2023-05-24,Minor,7648.72
CLM10264,PID11230,2026-12-06,Minor,12848.09
CLM10265,PID11232,2026-02-08,Major,281744.59
CLM10266,PID11247,2024-07-26,Minor,25420.1
CLM10267,PID11253,2023-11-14,Minor,22419.96
CLM10268,PID11260,2026-07-02,Minor,32922.34
CLM10269,PID11265,2023-03-31,Moderate,107650.27
CLM10270,PID11273,2026-08-08,Minor,37574.51
CLM10271,PID11275,2022-07-08,Minor,63309.22
CLM10272,PID11278,2025-05-23,Minor,40731.61
CLM10273,PID11309,2025-11-13,Moderate,59231.66
CLM10274,PID11329,2024-11-17,Minor,26412.94
CLM10275,PID11329,2025-05-25,Minor,49974.36
CLM10276,PID11333,2025-10-18,Minor,44179.13
CLM10277,PID11336,2026-04-11,Moderate,230825.63
CLM10278,PID11336,2026-06-18,Moderate,122998.05
CLM10279,PID11346,2024-11-29,Minor,24580.2
CLM10280,PID11347,2026-01-25,Minor,42994.18
CLM10281,PID11359,2026-11-03,Minor,5285.34
CLM10282,PID11359,2026-11-11,Minor,7844.58
CLM10283,PID11360,2025-08-26,Minor,62845.25
CLM10284,PID11360,2026-05-04,Moderate,159071.68
CLM10285,PID11365,2025-12-12,Minor,27260.54
CLM10286,PID11370,2025-12-26,Minor,30230.55
CLM10287,PID11370,2026-06-06,Minor,51552.34
CLM10288,PID11378,2026-09-08,Minor,95634.69
CLM10289,PID11394,2026-01-05,Minor,53222.97
CLM10290,PID11395,2026-12-27,Minor,69017.51
CLM10291,PID11398,2025-08-14,Moderate,180763.44
CLM10292,PID11400,2024-03-25,Minor,25576.26
CLM10293,PID11403,2024-11-17,Minor,45057.06
CLM10294,PID11403,2025-01-13,Minor,46147.18
CLM10295,PID11406,2025-04-04,Moderate,66521.52
CLM10296,PID11409,2026-02-18,Major,205674.37
CLM10297,PID11420,2024-05-16,Minor,13704.13
CLM10298,PID11429,2026-06-18,Moderate,456328.4
CLM10299,PID11429,2026-06-30,Minor,73922.57
CLM10300,PID11431,2025-03-05,Minor,35743.48
CLM10301,PID11439,2021-12-29,Minor,26916.55
CLM10302,PID11444,2024-04-02,Major,43050.27
CLM10303,PID11444,2024-05-10,Minor,15796.57
CLM10304,PID11449,2024-07-29,Moderate,53485.19
CLM10305,PID11450,2025-05-07,Minor,27778.51
CLM10306,PID11464,2027-05-04,Minor,35568.16
CLM10307,PID11468,2025-12-01,Minor,37902.48
CLM10308,PID11468,2025-12-11,Minor,46052.3
CLM10309,PID11475,2027-02-16,Minor,53802.09
CLM10310,PID11477,2026-04-21,Moderate,64127.11
CLM10311,PID11478,2024-12-01,Moderate,88019.64
CLM10312,PID11491,2027-05-08,Minor,37451.25
CLM10313,PID11493,2026-11-09,Minor,59212.13
CLM10314,PID11494,2026-08-20,Moderate,70370.74
CLM10315,PID11497,2026-07-09,Minor,44700.97
CLM10316,PID11501,2027-01-28,Minor,20009.06
CLM10317,PID11516,2024-09-02,Minor,16925.18
CLM10318,PID11517,2025-11-22,Minor,21718.25
CLM10319,PID11524,2026-11-26,Minor,128672.07
CLM10320,PID11529,2022-08-28,Minor,31384.32
CLM10321,PID11536,2023-12-22,Moderate,92754.1
CLM10322,PID11538,2026-01-05,Major,141336.37
CLM10323,PID11540,2026-04-14,Moderate,76703.46
CLM10324,PID11558,2025-12-27,Moderate,193324.14
CLM10325,PID11568,2026-09-08,Minor,51542.08
CLM10326,PID11576,2026-09-26,Minor,51418.3
CLM10327,PID11587,2025-12-27,Minor,97091.9
CLM10328,PID11592,2023-07-24,Moderate,36552.21
CLM10329,PID11593,2024-07-18,Moderate,38462.49
CLM10330,PID11594,2025-12-15,Moderate,55294.36
CLM10331,PID11599,2023-11-30,Minor,18888.9
CLM10332,PID11601,2025-10-21,Minor,34064.71
CLM10333,PID11604,2025-09-21,Minor,23568.24
CLM10334,PID11605,2026-09-02,Minor,22935.78
CLM10335,PID11605,2026-12-15,Minor,23056.93
CLM10336,PID11616,2026-10-19,Minor,52568.27
CLM10337,PID11630,2023-10-01,Minor,22715.76
CLM10338,PID11631,2024-05-24,Moderate,86220.44
CLM10339,PID11636,2026-04-07,Minor,133943.87
CLM10340,PID11638,2024-11-24,Major,140461.66
CLM10341,PID11638,2025-05-31,Major,80651.09
CLM10342,PID11639,2025-10-27,Minor,15692.1
CLM10343,PID11642,2026-07-31,Minor,80238.99
CLM10344,PID11649,2026-01-10,Minor,70261.97
CLM10345,PID11649,2026-09-03,Minor,65921.61
CLM10346,PID11657,2025-06-14,Minor,60173.84
CLM10347,PID11664,2025-09-06,Minor,10761.03
CLM10348,PID11670,2025-01-12,Minor,153881.28
CLM10349,PID11673,2027-03-25,Minor,33733.78
CLM10350,PID11677,2026-10-12,Minor,178045.35
CLM10351,PID11680,2024-03-08,Minor,97274.81
CLM10352,PID11687,2025-10-31,Minor,264535.84
CLM10353,PID11688,2026-09-01,Minor,43554.58
CLM10354,PID11691,2025-06-02,Minor,58085.05
CLM10355,PID11694,2025-05-05,Moderate,96924.92
CLM10356,PID11695,2025-11-08,Minor,37110.77
CLM10357,PID11704,2026-03-23,Minor,51397.79
CLM10358,PID11713,2025-08-10,Moderate,212766.58
CLM10359,PID11713,2025-09-02,Moderate,252381.85
CLM10360,PID11725,2022-09-11,Minor,33747.69
CLM10361,PID11736,2026-03-10,Minor,32124.19
CLM10362,PID11739,2026-01-24,Moderate,179234.94
CLM10363,PID11740,2024-02-17,Minor,76768.65
CLM10364,PID11748,2025-02-19,Minor,51200.3
CLM10365,PID11757,2026-08-24,Minor,24947.25
CLM10366,PID11762,2026-08-20,Minor,22967.13
CLM10367,PID11764,2026-11-13,Minor,26593.05
CLM10368,PID11768,2022-05-26,Moderate,104074.24
CLM10369,PID11772,2026-04-30,Minor,35568.82
CLM10370,PID11772,2026-06-01,Minor,23124.13
CLM10371,PID11780,2026-08-14,Minor,227680.3
CLM10372,PID11788,2025-02-18,Minor,18619.16
CLM10373,PID11793,2025-05-21,Minor,126479.08
CLM10374,PID11800,2022-07-07,Major,189742.45
CLM10375,PID11803,2025-07-05,Moderate,107826.41
CLM10376,PID11805,2025-06-29,Moderate,148537.11
CLM10377,PID11808,2026-09-09,Minor,40896.45
CLM10378,PID11812,2025-09-14,Moderate,81545.12
CLM10379,PID11815,2025-09-16,Minor,70384.12
CLM10380,PID11815,2025-10-31,Minor,58178.17
CLM10381,PID11818,2026-07-10,Minor,172328.45
CLM10382,PID11822,2025-01-01,Minor,47281.86
CLM10383,PID11824,2026-08-04,Minor,51094.95
CLM10384,PID11825,2025-11-10,Minor,36358.81
CLM10385,PID11827,2026-06-05,Minor,46814.5
CLM10386,PID11828,2023-05-05,Major,96122.41
CLM10387,PID11835,2026-04-02,Moderate,136734.39
CLM10388,PID11838,2026-01-06,Minor,29822.31
CLM10389,PID11840,2026-02-09,Minor,9131.43
CLM10390,PID11850,2025-10-21,Minor,24043.45
CLM10391,PID11854,2027-01-12,Minor,30727.38
CLM10392,PID11873,2025-04-05,Minor,46741.05
CLM10393,PID11879,2026-04-18,Moderate,53343.53
CLM10394,PID11885,2026-02-20,Minor,15672.85
CLM10395,PID11891,2025-10-27,Moderate,153720.19
CLM10396,PID11894,2026-01-10,Minor,31842.4
CLM10397,PID11904,2025-10-25,Moderate,62178.3
CLM10398,PID11907,2023-12-29,Minor,78497.68
CLM10399,PID11912,2024-12-21,Moderate,37057.6
CLM10400,PID11920,2022-11-15,Minor,45425.29
CLM10401,PID11929,2025-11-07,Minor,172932.82
CLM10402,PID11935,2024-09-03,Minor,39521.77
CLM10403,PID11947,2025-09-18,Minor,61254.32
CLM10404,PID11949,2024-11-15,Minor,10423.17
CLM10405,PID11954,2027-01-31,Minor,77751.79
CLM10406,PID11957,2024-12-21,Moderate,284333.14
CLM10407,PID11962,2024-05-06,Minor,34323.97
CLM10408,PID11967,2026-05-31,Moderate,181210.15
CLM10409,PID11968,2025-11-08,Minor,356448.31
CLM10410,PID11974,2025-03-11,Moderate,141111.4
CLM10411,PID11974,2025-05-01,Minor,49588.49
CLM10412,PID11975,2026-08-25,Minor,35754.77
CLM10413,PID11975,2027-03-02,Moderate,127371.79
CLM10414,PID11976,2026-04-24,Moderate,87221.05
CLM10415,PID11991,2025-11-17,Minor,75319.89
CLM10416,PID11991,2026-09-13,Major,271466.08
CLM10417,PID12001,2025-01-25,Moderate,84748.17
CLM10418,PID12012,2026-03-24,Minor,40299.57
CLM10419,PID12015,2025-05-14,Moderate,98305.19
CLM10420,PID12016,2025-09-13,Minor,43920.91
CLM10421,PID12017,2027-05-12,Minor,27024.2
CLM10422,PID12019,2026-04-01,Moderate,680998.44
CLM10423,PID12021,2024-11-29,Moderate,145307.85
CLM10424,PID12026,2026-04-11,Moderate,227492.3
CLM10425,PID12026,2026-06-28,Minor,66299.02
CLM10426,PID12028,2026-01-26,Moderate,68482.58
CLM10427,PID12032,2025-03-20,Minor,17806.27
CLM10428,PID12034,2024-09-21,Major,93840.87
CLM10429,PID12035,2025-06-12,Minor,26310.09
CLM10430,PID12036,2026-11-24,Minor,10812.04
CLM10431,PID12038,2024-12-05,Minor,99797.08
CLM10432,PID12038,2025-01-16,Major,461072.44
CLM10433,PID12043,2026-07-19,Moderate,76703.41
CLM10434,PID12048,2026-07-24,Major,398862.91
CLM10435,PID12049,2026-08-07,Minor,34543.58
CLM10436,PID12052,2026-04-09,Moderate,64328.81
CLM10437,PID12058,2025-12-26,Minor,48077.86
CLM10438,PID12058,2026-04-22,Minor,27956.42
CLM10439,PID12060,2025-02-18,Minor,82031.49
CLM10440,PID12075,2026-01-02,Minor,45484.69
CLM10441,PID12078,2019-10-25,Minor,18578.38
CLM10442,PID12083,2024-12-24,Minor,10494.27
CLM10443,PID12084,2026-05-11,Minor,13396.79
CLM10444,PID12087,2025-09-07,Minor,43371.52
CLM10445,PID12101,2025-09-11,Moderate,195398.31
CLM10446,PID12107,2024-02-03,Minor,21377.99
CLM10447,PID12109,2025-12-21,Minor,23327.38
CLM10448,PID12110,2025-10-29,Minor,43408.75
CLM10449,PID12117,2025-01-27,Minor,16560.78
CLM10450,PID12121,2024-09-26,Moderate,238699.78
CLM10451,PID12131,2026-02-17,Moderate,77517.54
CLM10452,PID12152,2024-06-13,Minor,49638.95
CLM10453,PID12153,2024-10-14,Minor,41250.89
CLM10454,PID12155,2025-11-22,Moderate,84066.97
CLM10455,PID12189,2023-01-06,Minor,78216.83
CLM10456,PID12189,2023-02-25,Minor,97243.75
CLM10457,PID12189,2023-07-29,Minor,50416.1
CLM10458,PID12195,2025-12-02,Minor,26165.34
CLM10459,PID12198,2024-07-01,Minor,22422.88
CLM10460,PID12198,2024-11-30,Minor,15233.35
CLM10461,PID12207,2026-07-31,Moderate,208145.02
CLM10462,PID12212,2026-03-21,Moderate,32778.59
CLM10463,PID12219,2024-03-05,Minor,32704.85
CLM10464,PID12219,2024-08-14,Minor,24815.16
CLM10465,PID12223,2020-10-25,Minor,30762.08
CLM10466,PID12230,2024-05-31,Minor,79036.59
CLM10467,PID12233,2026-07-18,Minor,76385.65
CLM10468,PID12246,2025-06-07,Moderate,60268.82
CLM10469,PID12256,2026-10-13,Minor,76839.6
CLM10470,PID12257,2026-06-19,Minor,61217.17
CLM10471,PID12273,2026-09-11,Minor,24603.62
CLM10472,PID12279,2026-01-16,Minor,48891.03
CLM10473,PID12281,2026-01-30,Minor,47060.41
CLM10474,PID12287,2024-10-06,Minor,32789.69
CLM10475,PID12294,2022-04-27,Moderate,58659.67
CLM10476,PID12299,2025-10-12,Moderate,60648.26
CLM10477,PID12303,2023-02-18,Minor,88538.68
CLM10478,PID12307,2025-01-09,Minor,79600.73
CLM10479,PID12309,2026-05-15,Minor,69390.96
CLM10480,PID12312,2026-06-25,Moderate,104502.75
CLM10481,PID12313,2024-12-31,Minor,47593.56
CLM10482,PID12313,2025-04-04,Minor,41446.45
CLM10483,PID12318,2024-05-04,Minor,31572.8
CLM10484,PID12321,2027-03-23,Minor,53804.02
CLM10485,PID12322,2026-06-22,Minor,42239.88
CLM10486,PID12331,2027-01-30,Minor,53996.66
CLM10487,PID12337,2024-05-25,Minor,37373.43
CLM10488,PID12338,2025-04-21,Minor,29894.29
CLM10489,PID12359,2026-06-04,Moderate,112892.26
CLM10490,PID12367,2026-07-02,Minor,40366.89
CLM10491,PID12376,2025-03-24,Moderate,129499.85
CLM10492,PID12378,2025-03-10,Minor,8877.32
CLM10493,PID12378,2026-01-06,Minor,4982.86
CLM10494,PID12391,2024-01-23,Minor,90949.06
CLM10495,PID12405,2026-07-05,Minor,184567.56
CLM10496,PID12405,2026-11-08,Minor,110610.89
CLM10497,PID12408,2026-02-08,Minor,14859.19
CLM10498,PID12415,2021-12-16,Minor,43172.44
CLM10499,PID12416,2023-08-10,Minor,22264.53
CLM10500,PID12418,2025-01-20,Minor,40836.65
CLM10501,PID12427,2025-03-21,Major,201829.31
CLM10502,PID12429,2026-11-23,Moderate,67963.13
CLM10503,PID12432,2025-05-09,Minor,12339.56
CLM10504,PID12441,2024-07-02,Minor,23890.55
CLM10505,PID12441,2024-07-11,Minor,43311.61
CLM10506,PID12443,2026-01-29,Minor,55947.06
CLM10507,PID12443,2026-05-17,Minor,64760.5
CLM10508,PID12462,2026-11-07,Minor,105161.3
CLM10509,PID12466,2021-11-12,Moderate,108312.75
CLM10510,PID12475,2022-04-17,Minor,45834.53
CLM10511,PID12486,2026-08-23,Moderate,139554.62
